<3	<3 🫶
胡子	胡子 🥸 🧔 🧔‍♂️ 🧔‍♀️
胡扯	胡扯 🧇
胡椒	胡椒 🫑
胡萝卜	胡萝卜 🥕
胡须	胡须 🧔 🧔‍♂️ 🧔‍♀️
胸围轮廓	胸围轮廓 👤
能量	能量 🪫
脆饼	脆饼 🍰
脉动	脉动 💓
脉搏	脉搏 💗 💓 🫀
脑	脑 🧠
脖子	脖子 🧣
脚	脚 🦵 🦶 🐾 👞
脚印	脚印 👣
脚踝	脚踝 🦶
脱氧核糖核酸	脱氧核糖核酸 🧬
脱落	脱落 🌳
脸	脸 😀 😃 😄 😁 😆 😅 🤣 😂 🙂 🙃 🫠 😊 😇 🥰 😍 🤩 😘 ☺ 😚 😙 😋 😛 😜 🤪 😝 🤗 🤭 🫢 🫣 🫡 🤨 😑 😶 🫥 😶‍🌫️ 😏 😒 🙄 😬 😮‍💨 🫨 😪 🤤 😴 🫩 😷 🤒 🤕 🤢 🤮 🤧 🥵 🥶 🥴 😵 😵‍💫 🤠 🥳 🥸 😎 🤓 🧐 🙁 ☹ 😳 🥺 😦 😰 😢 😭 😓 😫 🥱 😤 🤬 😈 👿 💀 ☠ 💩 🤡 👹 👺 👻 👽 👾 🤖 😺 😸 😹 😻 😼 😽 🙀 😿 😾 🙉 🙊 👀 👼 🐵 🐶 🐺 🦊 🐱 🦁 🐯 🐴 🦄 🐮 🐷 🐽 🐭 🐹 🐰 🐻 🐨 🐼 🐸 🐲 🐳 🌝 🌞 🌬 ⛑
脸上有从鼻子冒出的蒸汽	脸上有从鼻子冒出的蒸汽 😤
脸上洋溢着喜悦的泪水	脸上洋溢着喜悦的泪水 😂
脸上飞吻	脸上飞吻 😘
脸很热	脸很热 🥵
脸摩艾石像	脸摩艾石像 🗿
脸红	脸红 😊 😚 🥵 😳
脸色发青	脸色发青 🥶
脸部	脸部 🗣
腋下	腋下 🥎
腌菜	腌菜 🥒
腐烂	腐烂 🪰
腕龙	腕龙 🦕
腰带	腰带 🎽
腹胀	腹胀 🫃
腿	腿 🦵 🧘 🧘‍♂️ 🧘‍♀️ 🍗
腿部	腿部 🦿
膝盖	膝盖 🦵 🧎 🧎‍♂️ 🧎‍♀️ 🧎‍➡️ 🧎‍♀️‍➡️ 🧎‍♂️‍➡️
自动	自动 🏧
自动人力车	自动人力车 🛺
自拍	自拍 🤳 📷
自然	自然 🐌 🐝 🐞 🌵 🍄‍🟫 🌋 🌅 🌈 ⚡ 💧 🌊
自由	自由 🗽 ⛓️‍💥
自由女神像	自由女神像 🗽
自由泳	自由泳 🏊 🏊‍♂️ 🏊‍♀️
自行车	自行车 🚴 🚴‍♂️ 🚴‍♀️ 🚵 🚵‍♂️ 🚵‍♀️ 🚲 🔐 🚳
自行车禁行	自行车禁行 🚳
自豪	自豪 🥲 🥹
自鸣得意	自鸣得意 😏
臭	臭 💩
臭味	臭味 💩 🦨
臭鼬	臭鼬 🦨
舌头	舌头 😛 😜 😝 🥵 👅
舒缓	舒缓 💆 💆‍♂️ 💆‍♀️
舒适	舒适 👘 🥿
舔	舔 👅
舞会	舞会 🎊 🪩
舞者	舞者 💃 🕺 👯 👯‍♂️ 👯‍♀️
舞蹈	舞蹈 💃 🕺 🪩 🪭 🩰 🪇
航空	航空 🪽
航行	航行 ⛵
船	船 🚣 🚣‍♂️ 🚣‍♀️ ⚓ ⛵ 🛶 🚤 ⛴ 🛥 🚢 🔱
色彩鲜艳	色彩鲜艳 🦚
艺人	艺人 🧑‍🎤 👨‍🎤 👩‍🎤
艺术	艺术 🥋 🎭 🖼 🎨
艺术家	艺术家 🧑‍🎨 👨‍🎨 👩‍🎨
艺术家调色板	艺术家调色板 🎨
艺术气息	艺术气息 🎨
节奏	节奏 🪘
节拍	节拍 🫀 🪘
节日	节日 🎅 🤶 🧑‍🎄 🥮 🎎 🪅
芒果	芒果 🥭
芙蓉	芙蓉 🌺
芜菁	芜菁 🫜
芬兰	芬兰 🇫🇮
芭蕾	芭蕾 🥿
芭蕾舞	芭蕾舞 🩰
芭蕾舞鞋	芭蕾舞鞋 🩰
花	花 🌸 💮 🥀 🌼 🌷 🪻 🎴
花卉	花卉 🌺 🌻
花哨	花哨 🧐 👗
花园	花园 🐌 🐛 🐜 🐞 🫜 🏡 👒 🪏
花式	花式 👛 🎩
花扑克牌	花扑克牌 🎴
花朵	花朵 🪷 🌹
花束	花束 💐
花栗鼠	花栗鼠 🐿
花生	花生 🥜
花色	花色 ♠ ♦
芽菜	芽菜 🍄‍🟫
苍蝇	苍蝇 🕊 🪰
苏丹	苏丹 🇸🇩
苏打水	苏打水 🥤
苏格兰	苏格兰 🏴󠁧󠁢󠁳󠁣󠁴󠁿
苏格兰威士忌	苏格兰威士忌 🥃
苏里南	苏里南 🇸🇷
苦笑	苦笑 😼
苦笑的猫	苦笑的猫 😼
英国	英国 🇬🇧
英属印度洋领地	英属印度洋领地 🇮🇴
英属维尔京群岛	英属维尔京群岛 🇻🇬
英格兰	英格兰 🏴󠁧󠁢󠁥󠁮󠁧󠁿
英镑	英镑 💷
英镑钞票	英镑钞票 💷
英雄	英雄 🦸 🦸‍♂️ 🦸‍♀️
苹果	苹果 🍎 🍏 🥧
范围	范围 🏌 🏌️‍♂️ 🏌️‍♀️
茄子	茄子 🍆
茫然	茫然 😐 😶 🫨 😳
茶	茶 ☕ 🫖 🍵 🧋
茶壶	茶壶 🫖
茶杯	茶杯 🍵
草本	草本 🫚
草本植物	草本植物 🌿
草莓	草莓 🍓
荒岛	荒岛 🏝
荣耀	荣耀 🐦‍🔥
药丸	药丸 💊
药物	药物 😷 💉 🩸 💊
荷兰	荷兰 🇳🇱
莎莎酱	莎莎酱 🍋‍🟩
莫亚	莫亚 🗿
莫吉托	莫吉托 🍋‍🟩
莫桑比克	莫桑比克 🇲🇿
莱索托	莱索托 🇱🇸
莲座丛	莲座丛 🏵
莲花	莲花 🧘 🧘‍♂️ 🧘‍♀️ 🪷
莲花坐姿的人	莲花坐姿的人 🧘
莲花坐姿的女人	莲花坐姿的女人 🧘‍♀️
莲花坐姿的男人	莲花坐姿的男人 🧘‍♂️
获胜	获胜 🏆
获胜者	获胜者 🏅
菌类	菌类 🍄‍🟫
菜刀	菜刀 🔪
菜心	菜心 🥬
菠萝	菠萝 🍍 🥥
菱形	菱形 💠
菲律宾	菲律宾 🇵🇭
萝卜	萝卜 🫜
营业中	营业中 🈺
萨克岛	萨克岛 🇨🇶
萨克斯	萨克斯 🎷
萨克斯管	萨克斯管 🎷
萨尔瓦多	萨尔瓦多 🇸🇻
萨尔萨舞	萨尔萨舞 💃 🕺
萨摩亚	萨摩亚 🇼🇸
落下	落下 🍂
落叶	落叶 🌳 🍁 🍂
落叶乔木	落叶乔木 🌳
葡萄	葡萄 🍇
葡萄牙	葡萄牙 🇵🇹
葡萄酒	葡萄酒 🍷
葬礼	葬礼 ⚱
蒙古	蒙古 🇲🇳
蒙古包	蒙古包 🛖
蒙特塞拉特	蒙特塞拉特 🇲🇸
蒜	蒜 🧄
蒲公英	蒲公英 🌼
蒸	蒸 ☕ ♨
蒸汽	蒸汽 😤 🧖 🧖‍♂️ 🧖‍♀️ 🚂
蒸汽房	蒸汽房 🧖
蒸汽房里的人	蒸汽房里的人 🧖
蒸汽房里的女人	蒸汽房里的女人 🧖‍♀️
蒸汽房里的男人	蒸汽房里的男人 🧖‍♂️
蒸汽浴	蒸汽浴 🧖 🧖‍♂️ 🧖‍♀️
蒸碗	蒸碗 🍜
蒸馏器	蒸馏器 ⚗
蓝光	蓝光 💿 📀
蓝皮书	蓝皮书 📘
蓝色	蓝色 🥶 💙 🩵 🫐 👕 👖 📘 🧿 🔵 🟦 🔷 🔹 🏳️‍⚧️
蓝色圆圈	蓝色圆圈 🔵
蓝色方块	蓝色方块 🟦
蓝色的心	蓝色的心 💙
蓝莓	蓝莓 🫐
蓬蓬头	蓬蓬头 🪮
蔬菜	蔬菜 🍅 🍆 🥔 🥕 🫑 🥒 🥜 🫛 🍄‍🟫 🫜
薄煎饼	薄煎饼 🥞
薯片	薯片 🍪
薰衣草	薰衣草 🪻
蘑菇	蘑菇 🍄 🍄‍🟫
虎脸	虎脸 🐯
虎钳	虎钳 🗜
虚线	虚线 🫥
虚线六角星	虚线六角星 🔯
虚线面	虚线面 🫥 😒
虫子	虫子 🐛 🪲 🦗
虾	虾 🦐 🍤
蚂蚁	蚂蚁 🐜
蚊子	蚊子 🦟
蚯蚓	蚯蚓 🪱
蚱蜢	蚱蜢 🦗
蛀牙	蛀牙 🍬
蛆	蛆 🪰
蛇	蛇 🐍 ⛎
蛇夫座	蛇夫座 🐍 ⛎
蛋	蛋 🐣 🪺 🥚
蛋壳	蛋壳 🪺
蛋奶冻	蛋奶冻 🍮
蛋糕	蛋糕 🍥 🥮 🎂 🍰
蛞蝓	蛞蝓 🐌
蜂蜜	蜂蜜 🐻 🦡 🐝 🍯
蜗牛	蜗牛 🐌
蜘蛛	蜘蛛 🕷 🕸
蜘蛛网	蜘蛛网 🕸
蜜罐	蜜罐 🍯
蜜蜂	蜜蜂 🐝
蜡烛	蜡烛 🕯
蜡笔	蜡笔 🖍
蜥脚类动物	蜥脚类动物 🦕
蜥蜴	蜥蜴 🦎
蝎	蝎 🦂
蝎子	蝎子 🦂 ♏
蝙蝠	蝙蝠 🦇
蝴蝶	蝴蝶 🦋
蝴蝶结	蝴蝶结 🎁
螃蟹	螃蟹 🦀 ♋
融化	融化 🫠 🫕
融化的脸	融化的脸 🫠
螺	螺 🐚
螺丝	螺丝 🪛
螺丝刀	螺丝刀 🪛
螺旋	螺旋 😵‍💫 🐚 🗒 🗓
螺旋日历	螺旋日历 🗓
螺旋记事本	螺旋记事本 🗒
螺栓	螺栓 🔩
螺母	螺母 🔩
螺母和螺栓	螺母和螺栓 🔩
蟋蟀	蟋蟀 🦗
蟑螂	蟑螂 🪳
蠕虫	蠕虫 🪱
血	血 🆎
血型	血型 🅰 🆎 🅱 🅾
血液	血液 🧛‍♂️ 🧛‍♀️ 🩸 🅰 🅱 🅾
行人	行人 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️ 🚸 🚷
行人禁止通行	行人禁止通行 🚷
行动	行动 🤹 🤹‍♂️ 🤹‍♀️
行动能力	行动能力 🩼
行星	行星 🪐
行李	行李 🧳 🛄 🛅
行李员	行李员 🛎
行李员铃	行李员铃 🛎
行李寄存	行李寄存 🛅
行李箱	行李箱 🧳
行李领取处	行李领取处 🛄
行走	行走 🧟 🧟‍♂️ 🧟‍♀️
行进乐器	行进乐器 🪈
衣冠楚楚	衣冠楚楚 😏
衣服	衣服 👣 ☔ 🥼 👕 👖 👗 👚 👛 👜 👝 👞 👟 👠 👢 👒 🎩
衣领	衣领 👕 👚
表情符号	表情符号 🤨
表意文字	表意文字 🈷 🈶 🈯 🉐 🈹 🈚 🈲 🉑 🈸 🈴 🈳 ㊗ ㊙ 🈺 🈵
表演	表演 🎭
表演艺术	表演艺术 🎭
衬衫	衬衫 🎽 👔 👕 👚
袋子	袋子 💰 🛄
袋鼠	袋鼠 🦘
袖口	袖口 ⛓️‍💥
袜子	袜子 🧦
裁剪	裁剪 ✂
裁缝	裁缝 🪡
装配	装配 🧑‍🏭 👨‍🏭 👩‍🏭
装饰	装饰 💟 🪴 🍋‍🟩 🎍 📔
装饰性	装饰性 📔
裙子	裙子 👗 👛 👠 👢
裤子	裤子 👖 🩳
裸露的	裸露的 🪾
西	西 ⬅
西兰花	西兰花 🥦
西北	西北 ↖
西南	西南 ↙
西撒哈拉	西撒哈拉 🇪🇭
西班牙	西班牙 🇪🇸
西班牙海鲜饭	西班牙海鲜饭 🥘
西瓜	西瓜 🍉
西红柿	西红柿 🍅
視頻	視頻 📺
见	见 🧧
观众	观众 🫵
观点	观点 💯
观看	观看 🙈
观赏	观赏 🎑
规则	规则 📐
规模	规模 🧗 ⚖
视图	视图 🪟
视频	视频 🎮 🕹 📻 📽 📷 📸 📹 📼
视频游戏	视频游戏 🕹
角	角 😈 👿 🤘 🐏
角力	角力 🤼‍♀️
角度	角度 📏 📐
角的标志	角的标志 🤘
解剖	解剖 🫀
解剖心脏	解剖心脏 🫀
解脱	解脱 😮‍💨
解锁	解锁 🔓 🔑
解雇	解雇 🫳
触手	触手 🪼
警卫	警卫 💂
警告	警告 ⚠
警官	警官 👮 👮‍♂️
警察	警察 👮 👮‍♂️ 👮‍♀️ 🚓 🚔 🚨
警报	警报 🚨
警报器	警报器 🧜 🚨
警车	警车 🚓
警车灯	警车灯 🚨
计时器	计时器 ⌛ ⏳ ⏲
计算	计算 🧮
计算器	计算器 🧮
计算机	计算机 🧑‍💻 👨‍💻 👩‍💻 🖥 🖲 💽 💾 💿 📀
计算机磁盘	计算机磁盘 💽
订婚	订婚 💍 💎
认真	认真 💁‍♀️
认真地	认真地 💁 💁‍♂️
认领	认领 🛄
讨价还价	讨价还价 🉐
让我们	让我们 💃 🕺
记事本	记事本 🗒
记录	记录 ⏺
讲师	讲师 🧑‍🏫 👨‍🏫 👩‍🏫
讲话	讲话 🗣
许可证	许可证 🪪
讽刺	讽刺 🫠 😼 🤌 💁 💁‍♂️ 💁‍♀️
讽刺的	讽刺的 🫠 😒
设置	设置 📐
证人	证人 👁️‍🗨️
证件	证件 🪪
证据	证据 🧾
证明	证明 🧾
诉讼	诉讼 🕴
试管	试管 🧪
话筒	话筒 🎙 🎤
诞生	诞生 🍼
询问	询问 🤌 🙏 🙇 🙇‍♂️ 🙇‍♀️
诱捕	诱捕 🪝
诱饵	诱饵 🪤
说话	说话 🙊 🗣
说话头	说话头 🗣
说谎	说谎 🤥
请	请 🥺 🥹 🙏
诺福克岛	诺福克岛 🇳🇫
课程	课程 🚲
谁	谁 🤷 🤷‍♂️ 🤷‍♀️
调味品	调味品 🧂 🫙
调味料	调味料 🧄 🧅
调味瓶	调味瓶 🧂
调情	调情 😉 😘 😗 😚 😙 😏 🫦 🧑‍🤝‍🧑 👭 👫 👬 🪭
调色板	调色板 🧑‍🎨 👨‍🎨 👩‍🎨
调酒器	调酒器 🪇
谈话	谈话 💬 🦜
谎言	谎言 🤥
谜团	谜团 🫆
谜题	谜题 🧩
谢谢	谢谢 🙏
谷物	谷物 🌾 🍞
谷粒	谷粒 🌾
豆子	豆子 🫘
豆科植物	豆科植物 🫘 🫛
豆类	豆类 🫘 🫛
豆茎	豆茎 🫛
豆荚	豆荚 🫛
豌豆	豌豆 🫛
豌豆荚	豌豆荚 🫛
象牙	象牙 🦣
豪华	豪华 🚤
豹	豹 🐆
豹子	豹子 🐆
贝壳	贝壳 🐚
贝宁	贝宁 🇧🇯
贝类	贝类 🦐
负面	负面 📉 🧲
财富	财富 🥠 🔮 🪬 🔯
责备	责备 😨 😞 😠
货币	货币 💴 💵 💶 💷 💹 💱 💲
货币兑换	货币兑换 💱
货车	货车 🚐 🚛
购物	购物 👕 👖 👗 👚 👛 👜 🛍 👞 👟 👠 👢 🛒
购物袋	购物袋 🛍
购物车	购物车 🛒
贵宾犬	贵宾犬 🐩
贵族	贵族 🫅
贸易	贸易 ™
费用	费用 💲
赃物	赃物 😎
赌博	赌博 🎰
赌场	赌场 🎰
赌注	赌注 💰
赏月仪式	赏月仪式 🎑
赛车	赛车 🏎 🏍
赛马	赛马 🏇 🐎
赞同	赞同 👏
赞比亚	赞比亚 🇿🇲
赞美	赞美 🙌
赢	赢 😤 💰
赤脚	赤脚 👣
赤道几内亚	赤道几内亚 🇬🇶
赫德岛和麦克唐纳群岛	赫德岛和麦克唐纳群岛 🇭🇲
走了	走了 💨
起来	起来 🧥
起重机	起重机 🏗
超级	超级 🏈
超级大国	超级大国 🦸 🦸‍♂️ 🦸‍♀️ 🦹 🦹‍♂️ 🦹‍♀️
超级恶棍	超级恶棍 🦹 🦹‍♂️ 🦹‍♀️
超级英雄	超级英雄 🦸 🦸‍♂️ 🦸‍♀️
超自然	超自然 🧛 🧛‍♂️ 🧛‍♀️
超过	超过 👮‍♂️
越南	越南 🇻🇳
越南粉	越南粉 🍜
越橘	越橘 🫐
趋势	趋势 💹 📈 📉
足球	足球 ⚽ 🏈 🏉
足迹	足迹 👣
跆拳道	跆拳道 🥋
跑步	跑步 💨 🎽 👟
跑步的人	跑步的人 🏃‍♂️
跑步衫	跑步衫 🎽
跑表	跑表 ⏱
跑鞋	跑鞋 👟
跨性别	跨性别 🌈 🏳️‍🌈 🏳️‍⚧️
跨性别旗帜	跨性别旗帜 🏳️‍⚧️
跨性别符号	跨性别符号 ⚧
跨性别者	跨性别者 🌈 🏳️‍🌈
跪下	跪下 🧎 🧎‍♂️ 🧎‍♀️ 🧎‍➡️ 🧎‍♀️‍➡️ 🧎‍♂️‍➡️
跪下的人	跪下的人 🧎
跪向右侧的人	跪向右侧的人 🧎‍➡️
跪着	跪着 🧎‍♂️ 🧎‍♀️ 🧎‍♀️‍➡️ 🧎‍♂️‍➡️
路由器	路由器 🛜
跳伞	跳伞 🪂
跳动	跳动 💓
跳舞	跳舞 💃 🕺
跳舞的男人	跳舞的男人 🕺
跳跃	跳跃 🦘
跺脚	跺脚 🦶
踢	踢 🦵 🦶 🛴 👞 👟
踪迹	踪迹 🫆
身份	身份 🫆 🆔
身份证	身份证 🪪
身份证明	身份证明 🪪
身体	身体 💀 👂 👃 👀 👁 👅 👄
身体健康	身体健康 🤧
躲藏	躲藏 🫣 🫥
车	车 🚡
车头	车头 🚅
车站	车站 🚉
车轮	车轮 🛞
车辆	车辆 🚝 🚌 🚐 🚑 🚕 🚗 🚘 🚚 🚛 🚜 🛞 🚁
轨迹球	轨迹球 🖲
轨道	轨道 🛤 🔀 ⏭ ⏮
转世	转世 🐦‍🔥
转变	转变 🐦‍🔥
转向	转向 👐
转弯	转弯 🛞
轮子	轮子 🎡 🛹 ☸
轮廓	轮廓 ☺ 🗣 ❔ ❕ 🔳
轮椅	轮椅 🧑‍🦼 🧑‍🦼‍➡️ 👨‍🦼 👨‍🦼‍➡️ 👩‍🦼 👩‍🦼‍➡️ 🧑‍🦽 🧑‍🦽‍➡️ 👨‍🦽 👨‍🦽‍➡️ 👩‍🦽 👩‍🦽‍➡️ ♿
轮椅符号	轮椅符号 ♿
轮胎	轮胎 🛞
轮船	轮船 🚢
软	软 🍦
软件	软件 🧑‍💻 👨‍💻 👩‍💻
软体动物	软体动物 🦑
软冰淇淋	软冰淇淋 🍦
软木塞	软木塞 🍾
软盘	软盘 💾
软饮料	软饮料 🥤
轰隆	轰隆 💥 👊 💣
轻弹	轻弹 💁 💁‍♂️ 💁‍♀️
轻微	轻微 🤨
轻微惊讶	轻微惊讶 🤨
轻轨	轻轨 🚈
轻轻地	轻轻地 💖
轿车	轿车 🚗 🚘 🛻
输入	输入 🔠 🔡 🔢 🔣 🔤
输入拉丁大写	输入拉丁大写 🔠
输入拉丁字母	输入拉丁字母 🔤
输入拉丁小写	输入拉丁小写 🔡
输入数字	输入数字 🔢
输入符号	输入符号 🔣
辣椒	辣椒 🌶 🫑
边缘	边缘 📏
迅速	迅速 🏃‍♂️ 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍♂️‍➡️
过	过 🍳
过山车	过山车 🎢
过街	过街 🚸
迈	迈 🍹
迎面而来	迎面而来 👊 🚍 🚔 🚖 🚘
迎面而来的拳头	迎面而来的拳头 👊
迎面驶来的公交车	迎面驶来的公交车 🚍
迎面驶来的出租车	迎面驶来的出租车 🚖
迎面驶来的汽车	迎面驶来的汽车 🚘
迎面驶来的警车	迎面驶来的警车 🚔
运动	运动 🏇 🏂 🏄 🏄‍♂️ 🏄‍♀️ 🏊 🏊‍♂️ 🏊‍♀️ ⛹ ⛹️‍♂️ ⛹️‍♀️ 🚴 🚴‍♂️ 🚴‍♀️ 🚵 🚵‍♂️ 🚵‍♀️ 🤽 🤽‍♂️ 🤽‍♀️ 🤾 🤾‍♂️ 🤾‍♀️ 🚙 🛼 🏆 ⚽ ⚾ 🥎 🏀 🏈 🏉 🎾 🎳 🥍 ⛳ 🎣 🎿 👟 🏁
运动型多用途车	运动型多用途车 🚙
运动奖牌	运动奖牌 🏅
运动鞋	运动鞋 👟
运气	运气 🫡 🤞 🧧
运球	运球 ⛹ ⛹️‍♂️ ⛹️‍♀️
运输	运输 🛻 📦
返回	返回 🔙
返回箭头	返回箭头 🔙
这个	这个 ☝
这里	这里 🙋 🙋‍♂️ 🙋‍♀️ 🈁
进入	进入 ⛔ 🚫
进化	进化 🧬
远足	远足 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
连体泳衣	连体泳衣 🩱 🩲
连接	连接 🛜
连衣裙	连衣裙 🥻 👚 👜 👝
连锁店	连锁店 ⛓
迪亚灯	迪亚灯 🪔
迪戈加西亚岛	迪戈加西亚岛 🇩🇬
迪斯科	迪斯科 🪩
迷你磁盘	迷你磁盘 💽
迷失	迷失 😔
迷宫	迷宫 🌽
迷恋	迷恋 🥰
追星	追星 🤩
送货	送货 🚚
送货卡车	送货卡车 🚚
逆时针	逆时针 🔄
逆时针箭头按钮	逆时针箭头按钮 🔄
选择	选择 🚆
选票	选票 🗳 ☑
选票箱	选票箱 🗳
透明	透明 🪟
递送	递送 📨 📦
通信	通信 📳
通知	通知 🪧
通讯	通讯 📢 📱 📲 📞 📟 📠 📰 📩 📦 📫 📝 📶
通过	通过 ⛔ 🈴
通道	通道 ♿
通配符	通配符 🃏
速度	速度 🏃 🏃‍♂️ 🏃‍♀️ 🏃‍➡️ 🏃‍♀️‍➡️ 🏃‍♂️‍➡️ 🚄 🚅
逮捕	逮捕 👮 👮‍♂️ 👮‍♀️
道教	道教 ☯
道歉	道歉 🙇 🙇‍♂️ 🙇‍♀️
道路	道路 🛣
遗传学	遗传学 🧬
遗失	遗失 🛅
遗憾	遗憾 🙇 🙇‍♂️ 🙇‍♀️
遮阳伞	遮阳伞 🏖
邪恶	邪恶 😈 👿 🙈 🙉 🙊 🖤 🦹 🦹‍♂️ 🦹‍♀️
邪恶之眼	邪恶之眼 🧿
邮件	邮件 💌 📧 📨 📩 📤 📥 📫 📪 📬 📭 📮
邮局	邮局 🏣 🏤
邮政	邮政 📯
邮政号角	邮政号角 📯
邮箱	邮箱 📫 📪 📬 📭 📮
郁金香	郁金香 🌷
郊区	郊区 🏠 🏡
部分	部分 〽
部队	部队 🫡
配料	配料 🍄‍🟫
配送	配送 🥡
酒	酒 🍷 🍹 🥃
酒吧	酒吧 🍫 🍶 🍾 🍷 🍸 🍹 🍺 🍻 🏮 🧼
酒店	酒店 🛌 🏨 🏩 🛎 🛍 🛏 🛋
酒精	酒精 🍷 🍸 🍹 🍺 🍻
酱汁	酱汁 🫙
酷	酷 😛 😎 👌 🆒
酷儿	酷儿 🌈 🏳️‍🌈
酸味	酸味 🍋 🍋‍🟩
酸度	酸度 🍋‍🟩
酸橙	酸橙 🍋‍🟩
酿造	酿造 🫖
醉意	醉意 🥴
醉酒	醉酒 🥴 🍹
采矿	采矿 ⛏
重	重 🪨 ➖ ➗ 🟰 💲 ✔
重击	重击 👊
重塑	重塑 🐦‍🔥
重复	重复 🔁 🔂
重复单次按钮	重复单次按钮 🔂
重复品	重复品 ♟
重复按钮	重复按钮 🔁
重建	重建 👷 👷‍♂️ 👷‍♀️
重新加载	重新加载 🔃
重生	重生 🐦‍🔥
重等号	重等号 🟰
重量	重量 🏋 🏋️‍♂️ 🏋️‍♀️ ⚖
野兽	野兽 💪
野牛	野牛 🦬
野猪	野猪 🐗
野生	野生 🥦
野营	野营 🏕
野餐	野餐 🧺
金发	金发 👱 👱‍♀️ 👱‍♂️
金发碧眼	金发碧眼 👱‍♀️ 👱‍♂️
金发碧眼的	金发碧眼的 👱
金属	金属 🪙
金牌	金牌 🏅 🥇
金牛座	金牛座 🐂 ♉
金钱	金钱 💎 🪙 💸 💹 🏧 💱
金额	金额 🈷
金鱼草	金鱼草 🪻
鋼筆	鋼筆 🖋
鏈	鏈 ⛓
鏈接	鏈接 🔗
鏈條	鏈條 ⛓
针	针 🧵 🪡 📌
针头	针头 💉
针织	针织 🧶
针迹	针迹 🪡
钓竿	钓竿 🎣
钓鱼	钓鱼 🚣 🚣‍♂️ 🚣‍♀️ 🦦 🐟 🎣
钓鱼竿	钓鱼竿 🎣
钝齿轮	钝齿轮 ⚙
钞票	钞票 💴 💵 💶 💷 💸
钟	钟 🎐 🔔
钟声	钟声 🔔
钟形	钟形 🫑
钢琴	钢琴 🎹
钢笔	钢笔 ✒ 🖋 🖊 🔏
钢筆	钢筆 🖋
钥匙	钥匙 🔐 🔑 🗝
钦佩	钦佩 🥹
钩	钩 🪝
钩子	钩子 🪝
钩编	钩编 🧶
钱	钱 🤑 🫰 🧧 💰 💴 💵 💶 💷 💳 💲
钱包	钱包 👛 👜 👝
钱口	钱口 🤑
钱袋	钱袋 💰
钱袋子	钱袋子 💰
钻石	钻石 ♦ 💍 💎 🔶 🔷 🔸 🔹
钻石套装	钻石套装 ♦
钾	钾 🍌
铁	铁 🧇
铁人三项	铁人三项 🏊 🏊‍♂️ 🏊‍♀️
铁路	铁路 🚂 🚃 🚄 🚅 🚆 🚈 🚉 🚞 🛤 🚟
铁路轨道	铁路轨道 🛤
铁锹	铁锹 🪏
铃声	铃声 🔕
铅笔	铅笔 ✏ 📝
铜牌	铜牌 🥉
铰接式	铰接式 🚛
铰接式货车	铰接式货车 🚛
铲	铲 🪏
铲子	铲子 🪏
银	银 🪙
银河	银河 🌌
银河系	银河系 🌌
银牌	银牌 🥈
银色	银色 🩶
银行	银行 🏦 💰 💴 💵 💶 💷 💸 💳 💹 🏧 💱
链接	链接 🖇
链接的回形针	链接的回形针 🖇
链条断裂	链条断裂 ⛓️‍💥
销售	销售 🪝
锁	锁 🔏 🔐 🔑 🗝
锁定	锁定 🔒 🔓 🔏 🔐
锁链	锁链 ⛓️‍💥
锅	锅 🍳 🍲 🫕 🍯 🫖 💰
锅贴	锅贴 🥟
锅食物	锅食物 🍲
锋利	锋利 🪒
锚	锚 ⚓ 🔱
锡克教	锡克教 🪯
锤	锤 🔨
锤子	锤子 🔨 ⛏ ⚒ 🛠
锤子和扳手	锤子和扳手 🛠
锤子和镐	锤子和镐 ⚒
锦标赛	锦标赛 ⛹ ⛹️‍♂️ ⛹️‍♀️ 🤼 🤼‍♂️ 🤼‍♀️
键帽	键帽 #️⃣ *️⃣ 0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
键盘	键盘 🎹 ⌨
锯	锯 🪚
锻炼	锻炼 💦 🙆 🙆‍♂️ 🙆‍♀️ 🏋 🏋️‍♂️ 🏋️‍♀️
镐	镐 ⛏ ⚒
镜子	镜子 🪩 🪞
镜球	镜球 🪩
长	长 🪘
长凳	长凳 💪
长曲棍球	长曲棍球 🥍
长毛象	长毛象 🦣
长着翅膀的钱	长着翅膀的钱 💸
长笛	长笛 🪈
长笛演奏家	长笛演奏家 🪈
长袜	长袜 🧦
长裤	长裤 👖
长颈鹿	长颈鹿 🦒
长鼓	长鼓 🪘
门	门 🚪
门票	门票 🎟 🎫
闪亮	闪亮 💫 🌟 💍
闪亮的心	闪亮的心 💖
闪光	闪光 🪩
闪光灯	闪光灯 📸
闪电	闪电 ⛈ 🌩 ⚡
闪耀	闪耀 💖 🌞 🌟 ✨ ❇
闪闪发光	闪闪发光 💖 🌟 ✨ 💍
闭上	闭上 😆 😝 😽
闭书	闭书 📕
闭着眼睛亲吻脸	闭着眼睛亲吻脸 😚
问候	问候 👋
问号	问号 ⁉
问题	问题 🙋 🙋‍♂️ 🙋‍♀️ ❓ ❔
